Age,Gender,Company,Education_level,Asset,Domestic_Stock_Ratio,Foreign_Stock_Ratio,Cash_Ratio
32,F,M-able,University,35300000,0.57,0.09,0.34
31,F,namuh,University,38800000,0.73,0.21,0.06
30,M,Toss,High School,18000000,0.13,0.04,0.83
30,F,M-able,University,28800000,0.6,0.08,0.32
35,M,M-able,University,149500000,0.18,0.34,0.48
32,F,M-able,University,17600000,0.71,0.28,0.01
35,F,M-able,University,148900000,0.46,0.08,0.46
39,F,namuh,University,136800000,0.96,0,0.04
39,M,Toss,University,35100000,0.14,0.38,0.48
31,F,Toss,University,32200000,0.85,0.01,0.14
37,M,namuh,University,94900000,0.64,0.22,0.14
37,M,Toss,University,104700000,0.25,0.53,0.22
32,F,Toss,High School,38200000,0.5,0.02,0.48
38,F,Toss,High School,189800000,0.43,0.17,0.4
38,F,Mpop,University,61600000,0.43,0.19,0.38
33,F,M-able,University,30900000,1,0,0
32,M,M-able,University,19000000,0.11,0.11,0.78
36,F,Toss,University,167600000,0.79,0.15,0.06
35,M,Toss,University,207600000,0.95,0.03,0.02
33,M,Mpop,University,34600000,0.12,0.58,0.3
37,M,namuh,Under Middle,123900000,0.96,0.01,0.03
30,M,Toss,High School,24200000,0.97,0.03,0
31,F,Mpop,University,28300000,0.72,0.07,0.21
33,M,Mpop,University,28000000,0.49,0.03,0.48
32,F,M-able,University,38700000,0.73,0.27,0
30,M,Toss,High School,11600000,0.4,0.33,0.27
30,F,Toss,University,24800000,0.2,0.21,0.59
35,F,M-able,University,48300000,0.86,0.14,0
34,M,Mpop,University,38100000,0.64,0.19,0.17
38,M,Toss,High School,198600000,0.57,0.26,0.17
35,M,Toss,University,266200000,0.43,0.35,0.22
38,F,M-able,University,249400000,0.83,0.12,0.05
30,F,Toss,University,25900000,0.43,0.27,0.3
39,F,M-able,High School,116500000,0.14,0.61,0.25
37,M,namuh,University,74100000,0.62,0.12,0.26
36,M,Toss,University,109000000,0.69,0.18,0.13
32,F,M-able,Under Middle,37200000,0.83,0.15,0.02
37,M,M-able,High School,116000000,0.2,0.06,0.74
35,M,M-able,University,76300000,0.31,0.19,0.5
33,F,M-able,High School,28700000,0.09,0.11,0.8
35,M,M-able,High School,107400000,0.27,0.39,0.34
32,M,M-able,University,7500000,0.11,0.21,0.68
34,M,Toss,Under Middle,21100000,0.45,0.47,0.08
30,F,M-able,University,31500000,0.75,0.19,0.06
37,M,Mpop,University,213300000,0.17,0.67,0.16
30,M,Mpop,High School,15500000,0.04,0.38,0.58
33,F,Mpop,University,30000000,0.12,0.05,0.83
35,F,namuh,University,77300000,0.82,0.04,0.14
31,M,Mpop,University,22800000,0.27,0.68,0.05
37,M,Toss,High School,217200000,0.36,0.64,0
30,F,Mpop,University,30900000,0.59,0.22,0.19
34,F,Toss,University,26500000,0.06,0.6,0.34
38,M,namuh,High School,108100000,0.9,0,0.1
33,M,namuh,University,12400000,0.33,0.09,0.58
33,M,Toss,University,13300000,0.75,0.21,0.04
37,M,Mpop,University,225900000,0.12,0.5,0.38
38,F,Toss,University,161600000,0.08,0.3,0.62
39,M,M-able,High School,274600000,0.24,0.52,0.24
35,F,Mpop,High School,152200000,0.04,0.2,0.76
34,F,Toss,University,25700000,0.29,0.06,0.65
39,F,Toss,University,277400000,0.38,0.56,0.06
34,F,Mpop,High School,18700000,0.55,0.21,0.24
35,F,Toss,University,227300000,0.27,0.13,0.6
34,F,Mpop,Under Middle,15600000,0.55,0.14,0.31
32,F,Toss,University,25400000,0.01,0.18,0.81
33,F,Mpop,High School,21000000,0.24,0.48,0.28
37,M,Mpop,Under Middle,60200000,0.09,0.1,0.81
39,M,Toss,High School,55200000,0.43,0.25,0.32
33,M,M-able,Under Middle,14700000,0.05,0.14,0.81
33,F,M-able,University,9800000,0.28,0.58,0.14
31,M,M-able,University,15200000,0.95,0.04,0.01
37,F,M-able,University,268300000,0.78,0.13,0.09
36,F,Toss,University,223400000,0.52,0.02,0.46
31,F,Mpop,University,20800000,0.03,0.42,0.55
38,M,Toss,University,89300000,0.47,0.45,0.08
33,M,Toss,University,22800000,0.3,0.17,0.53
36,M,M-able,University,50000000,0.81,0.05,0.14
38,M,namuh,University,280500000,0.68,0.01,0.31
32,M,Mpop,University,32000000,0.12,0.24,0.64
34,F,M-able,High School,25200000,0.91,0.01,0.08
32,M,Toss,High School,14200000,0.2,0.08,0.72
36,M,M-able,Under Middle,213300000,0.35,0.37,0.28
38,F,Mpop,University,168300000,0.04,0.35,0.61
39,F,Mpop,High School,244800000,0.63,0.22,0.15
39,F,Mpop,University,274400000,0.2,0.49,0.31
34,M,Mpop,Under Middle,21200000,0.89,0.08,0.03
32,M,namuh,University,20100000,1,0,0
37,F,namuh,University,171600000,0.91,0,0.09
39,F,M-able,University,258800000,0.77,0.13,0.1
30,F,Toss,High School,39200000,0.83,0.1,0.07
34,F,Mpop,University,7500000,0.01,0.02,0.97
34,M,M-able,University,9100000,0.78,0.16,0.06
32,F,Toss,University,28600000,0.5,0.28,0.22
36,M,Mpop,University,144200000,0.46,0.01,0.53
34,M,M-able,University,27900000,0.71,0.28,0.01
38,F,M-able,Under Middle,297800000,0.88,0.03,0.09
30,M,M-able,University,33200000,0.9,0.06,0.04
34,M,Mpop,University,12100000,0.67,0.3,0.03
31,F,Mpop,University,32500000,0.14,0.37,0.49
36,M,namuh,University,41800000,0.59,0.17,0.24
37,M,M-able,University,168100000,0.6,0.31,0.09
36,M,Mpop,Under Middle,276100000,0.34,0.03,0.63
39,F,M-able,High School,133400000,0.61,0.29,0.1
34,M,M-able,University,22800000,0.86,0.1,0.04
31,M,Toss,Under Middle,35900000,0.56,0.14,0.3
34,M,Toss,High School,24000000,0.82,0.16,0.02
38,M,Toss,University,41600000,0.28,0.11,0.61
39,F,Toss,University,118600000,0.16,0.18,0.66
35,M,Toss,University,185900000,0.03,0.34,0.63
32,F,Mpop,University,17100000,0.69,0.27,0.04
30,F,Toss,University,37000000,0.08,0.56,0.36
36,M,Toss,University,213000000,0.53,0.11,0.36
36,M,namuh,University,65300000,0.32,0.34,0.34
32,F,namuh,University,20000000,0.31,0.4,0.29
32,F,M-able,University,33100000,0.83,0.15,0.02
36,M,Toss,University,220200000,0.31,0.68,0.01
31,F,M-able,High School,31100000,0.72,0.21,0.07
37,F,namuh,University,62700000,0.57,0.39,0.04
35,M,M-able,High School,273500000,0.17,0.39,0.44
39,M,Toss,University,210100000,0.33,0.29,0.38
38,M,Toss,University,212900000,0.93,0.03,0.04
38,M,M-able,University,54600000,0.98,0.01,0.01
33,M,namuh,High School,16400000,0.31,0.55,0.14
34,M,Mpop,University,9900000,0,0.67,0.33
37,M,Toss,University,206700000,0.61,0.07,0.32
34,M,M-able,High School,31300000,0.73,0.19,0.08
35,M,Toss,High School,280000000,0.47,0.34,0.19
32,F,Toss,High School,25200000,0.44,0.45,0.11
36,F,Mpop,High School,206900000,0.87,0.12,0.01
38,M,M-able,University,231700000,0.36,0.16,0.48
35,F,M-able,University,288500000,0.56,0.41,0.03
39,F,Toss,University,276700000,0.62,0.3,0.08
36,F,Toss,High School,89100000,0.08,0.36,0.56
39,M,Mpop,University,118300000,0.75,0.17,0.08
35,F,M-able,University,112300000,0.4,0.41,0.19
33,M,Toss,University,9000000,0.13,0.14,0.73
34,M,Toss,University,37600000,0.03,0.2,0.77
35,M,Mpop,Under Middle,276900000,0.42,0.12,0.46
32,F,M-able,University,25100000,0.09,0.53,0.38
37,F,Mpop,University,239900000,0.62,0.07,0.31
36,M,Mpop,University,239400000,0.07,0.58,0.35
32,M,M-able,University,10100000,0.78,0.04,0.18
39,F,namuh,High School,178100000,0.32,0.53,0.15
33,M,Toss,High School,14600000,0.56,0.39,0.05
38,M,Mpop,University,217900000,0.2,0.05,0.75
38,M,Toss,University,220100000,0.56,0.17,0.27
33,M,Mpop,University,12300000,0.43,0.04,0.53
30,F,Toss,High School,29700000,0.23,0.23,0.54
38,F,namuh,University,127700000,0.45,0.49,0.06
39,F,namuh,University,205600000,0.44,0.16,0.4
36,M,Toss,University,295000000,0.04,0.56,0.4
37,M,M-able,High School,46900000,0.11,0.42,0.47
34,M,Mpop,Under Middle,13900000,0.72,0.01,0.27
30,F,M-able,University,21000000,0.46,0.18,0.36
31,F,Toss,University,15400000,0.75,0.02,0.23
36,F,Mpop,University,59100000,0.7,0.04,0.26
32,F,Mpop,University,32500000,0.62,0.35,0.03
34,M,M-able,University,35600000,0.67,0.22,0.11
39,F,Mpop,University,174400000,0.23,0.05,0.72
34,F,Toss,University,12500000,0.91,0,0.09
30,F,namuh,High School,9600000,0.33,0.16,0.51
32,M,Mpop,University,19900000,0.97,0.03,0
30,F,Mpop,High School,17900000,0.14,0.54,0.32
39,F,Toss,High School,187600000,0.48,0.09,0.43
33,F,Mpop,High School,33600000,0.81,0.06,0.13
35,F,Toss,High School,51700000,0.03,0.06,0.91
36,F,M-able,High School,86600000,0.42,0.04,0.54
34,F,Toss,University,25200000,0.78,0.11,0.11
37,M,Toss,High School,229300000,0.5,0.39,0.11
39,F,Mpop,University,292500000,0.33,0.27,0.4
39,M,Mpop,University,248000000,0.29,0.05,0.66
35,F,Mpop,University,225000000,0.75,0.1,0.15
36,F,namuh,High School,177300000,0.95,0.05,0
37,F,Mpop,High School,183600000,0.75,0.15,0.1
37,M,namuh,University,158200000,0.23,0.07,0.7
34,M,Mpop,University,37300000,0.19,0.15,0.66
30,M,Toss,University,39400000,0.15,0.18,0.67
34,M,Toss,University,27100000,0.88,0.09,0.03
37,F,M-able,University,297200000,0.24,0.54,0.22
39,F,Mpop,University,45100000,0.71,0.16,0.13
36,F,Mpop,University,126000000,0.56,0.17,0.27
33,M,Mpop,High School,23900000,0.33,0.28,0.39
37,F,M-able,High School,35100000,0.85,0.01,0.14
33,F,Toss,University,26800000,0.1,0.69,0.21
38,F,Mpop,University,119600000,0.07,0.35,0.58
33,F,namuh,University,27800000,0.14,0.05,0.81
39,F,Mpop,University,35300000,0.08,0.29,0.63
34,F,M-able,University,11300000,0.59,0.31,0.1
39,M,M-able,University,218200000,0.22,0.53,0.25
38,F,M-able,High School,228700000,0.69,0.09,0.22
38,M,Toss,High School,100300000,0.13,0.08,0.79
31,M,M-able,University,31300000,0.37,0.44,0.19
32,M,Mpop,University,13400000,0.42,0.36,0.22
35,M,Toss,Under Middle,189900000,0.42,0.56,0.02
35,F,M-able,High School,118000000,0.07,0.04,0.89
38,F,namuh,University,126500000,0.47,0.15,0.38
37,M,Toss,High School,276400000,0.25,0.05,0.7
35,M,namuh,University,257500000,0.61,0.01,0.38
35,F,M-able,University,297400000,0.13,0.27,0.6
36,M,Toss,University,188400000,0.99,0.01,0
36,F,Toss,High School,275100000,0.67,0.17,0.16
31,M,Mpop,University,20500000,0.87,0.11,0.02
38,F,Toss,University,133700000,0.94,0,0.06
37,F,M-able,University,47400000,0.85,0.13,0.02
35,F,Toss,University,290000000,0.71,0.29,0
35,F,Mpop,University,79900000,0.93,0,0.07
39,F,M-able,Under Middle,271000000,0.65,0.22,0.13
35,M,Toss,University,61700000,0.65,0.14,0.21
31,M,M-able,University,20200000,0.55,0.26,0.19
39,M,M-able,University,217800000,0.22,0.25,0.53
32,F,M-able,University,9300000,0.55,0.17,0.28
32,F,M-able,University,24100000,0.4,0.03,0.57
38,F,Mpop,University,250700000,0.6,0.19,0.21
30,F,Mpop,High School,37900000,0.52,0.15,0.33
31,M,Toss,University,26900000,0.24,0.01,0.75
32,F,Mpop,University,34100000,0.36,0.18,0.46
31,M,M-able,University,15200000,0.23,0.05,0.72
35,F,M-able,High School,176100000,0.69,0.23,0.08
37,F,M-able,University,66600000,0.83,0.14,0.03
31,F,namuh,University,28700000,0.47,0.13,0.4
35,M,Toss,High School,261100000,0.83,0.03,0.14
32,M,Mpop,University,11500000,0.97,0.01,0.02
39,M,Toss,University,293300000,0.11,0.13,0.76
38,F,Mpop,University,282300000,0.11,0.46,0.43
39,F,M-able,University,240400000,0.57,0.2,0.23
37,M,Mpop,Under Middle,200200000,0.78,0.11,0.11
39,M,Toss,University,84100000,0.34,0.43,0.23
36,M,M-able,University,120800000,0.48,0.15,0.37
34,M,M-able,University,31600000,0.43,0.24,0.33
30,M,Mpop,University,38900000,0.74,0.11,0.15
39,M,Toss,University,287600000,0.22,0.02,0.76
36,F,Mpop,High School,299800000,0.04,0.38,0.58
31,M,M-able,University,35200000,0.83,0.17,0
35,F,namuh,High School,233000000,0.53,0.11,0.36
33,F,M-able,University,22600000,0.85,0.03,0.12
33,M,Mpop,University,36000000,0.32,0.33,0.35
39,F,namuh,University,81000000,0.86,0.04,0.1
31,F,Mpop,University,20000000,0.06,0.58,0.36
34,M,M-able,University,37700000,0.13,0.14,0.73
32,F,M-able,High School,31100000,0.86,0.07,0.07
36,M,Toss,High School,187800000,0.95,0,0.05
35,M,M-able,University,37600000,0.84,0.13,0.03
35,M,Mpop,University,86700000,0.54,0.38,0.08
32,F,M-able,High School,14800000,0.65,0.29,0.06
30,F,Mpop,High School,16300000,0.56,0.41,0.03
36,M,Mpop,University,87100000,0.78,0.04,0.18
36,M,namuh,High School,239700000,0.66,0.07,0.27
39,M,M-able,High School,28100000,0.37,0.14,0.49
39,F,namuh,University,162800000,0.67,0.31,0.02
34,F,Toss,High School,20400000,0.03,0.46,0.51
31,F,Toss,University,17100000,0.8,0.17,0.03
30,M,Toss,University,30500000,0.46,0.43,0.11
35,M,M-able,University,182500000,0.12,0.23,0.65
31,F,Mpop,University,24900000,0.74,0.02,0.24
37,F,Mpop,University,93200000,1,0,0
33,M,Toss,University,18900000,0.32,0.46,0.22
33,M,Mpop,High School,16500000,0.42,0.54,0.04
34,M,Mpop,University,32900000,0.72,0.01,0.27
35,M,M-able,University,183900000,0.25,0.52,0.23
33,M,M-able,University,23500000,0.84,0.09,0.07
38,M,Toss,University,139400000,0.02,0.33,0.65
39,M,Toss,High School,215300000,0.01,0.54,0.45
31,M,Mpop,High School,18500000,0.51,0.09,0.4
38,F,Toss,University,265500000,0.53,0.37,0.1
39,M,M-able,University,51700000,0.76,0.16,0.08
36,F,Mpop,High School,47000000,0.52,0.14,0.34
31,M,Mpop,University,11900000,0.52,0.11,0.37
33,F,M-able,High School,11700000,0.58,0.41,0.01
30,F,M-able,University,12800000,0.59,0.21,0.2
33,F,Mpop,University,8200000,0.64,0.05,0.31
36,F,M-able,University,194800000,0.73,0.27,0
34,M,namuh,High School,8800000,0.11,0.55,0.34
38,M,Mpop,University,74400000,0.13,0.28,0.59
37,M,namuh,University,132600000,0.31,0.65,0.04
30,M,Mpop,High School,14900000,0.18,0.66,0.16
35,F,M-able,University,156300000,0.24,0.55,0.21
32,M,Mpop,High School,24800000,0.86,0.04,0.1
36,M,M-able,University,23800000,0.96,0.01,0.03
35,M,Toss,University,160100000,0.2,0.63,0.17
36,F,M-able,University,147900000,0.62,0.21,0.17
31,M,namuh,High School,14000000,0.78,0.18,0.04
34,F,Toss,University,35100000,0.61,0.22,0.17
35,M,M-able,High School,151400000,0.41,0.35,0.24
36,F,Toss,University,95500000,0.33,0.26,0.41
38,F,namuh,University,211100000,0.27,0.69,0.04
33,M,Mpop,High School,9000000,0.32,0.49,0.19
31,F,M-able,Under Middle,39400000,0,0,1
30,F,Toss,University,33500000,0.15,0,0.85
31,M,namuh,University,39500000,0.89,0.03,0.08
39,M,Mpop,University,38300000,0.44,0.02,0.54
31,M,namuh,University,33500000,0.61,0.24,0.15
36,M,namuh,Under Middle,123900000,0.51,0.38,0.11
36,F,Toss,High School,222400000,0.77,0.16,0.07
37,F,Toss,University,288400000,0.85,0.05,0.1
35,M,Toss,University,65200000,0.73,0.22,0.05
33,F,Toss,Under Middle,23600000,0.02,0.05,0.93
31,M,namuh,University,16000000,0.47,0.45,0.08
31,F,Mpop,University,25800000,0.54,0.05,0.41
30,M,Toss,University,16100000,0.88,0.06,0.06
38,F,Toss,High School,136000000,0.14,0.26,0.6
33,F,Mpop,High School,15000000,0.79,0.07,0.14
31,M,Mpop,University,17800000,0.39,0.1,0.51
35,F,Toss,University,231900000,0.66,0.31,0.03
30,M,M-able,University,12100000,0.92,0.02,0.06
32,M,Toss,University,12900000,0.77,0.04,0.19
31,F,Toss,University,22000000,0.88,0.11,0.01
34,F,Toss,University,17600000,0.39,0.5,0.11
34,M,Mpop,University,39100000,0.84,0.1,0.06
31,M,Mpop,University,34000000,0.57,0.41,0.02
30,M,Mpop,University,23300000,0.38,0.33,0.29
30,F,Mpop,High School,18700000,0.09,0.46,0.45
32,M,Mpop,University,18800000,0.09,0.21,0.7
34,M,Mpop,University,23200000,0.32,0.44,0.24
38,M,Mpop,University,244500000,0.67,0.14,0.19
31,F,M-able,Under Middle,16000000,0.62,0.16,0.22
36,M,Mpop,Under Middle,214900000,0.9,0.01,0.09
33,F,Toss,High School,36500000,0.98,0.01,0.01
32,M,Toss,High School,21900000,0.03,0.03,0.94
32,M,Toss,High School,16300000,0.28,0.08,0.64
38,M,M-able,High School,254800000,0.14,0.41,0.45
37,F,Mpop,University,64600000,0.31,0.36,0.33
36,M,M-able,University,230200000,0.86,0.04,0.1
39,F,Toss,High School,171900000,0.15,0.54,0.31
39,F,M-able,University,176500000,0.12,0.42,0.46
38,F,M-able,University,82000000,0.29,0.64,0.07
38,F,M-able,University,200800000,0.54,0.46,0
38,F,M-able,High School,276600000,0.48,0.44,0.08
36,M,Toss,University,171600000,0.96,0.03,0.01
30,F,Mpop,High School,25300000,0.76,0.18,0.06
36,M,M-able,University,119100000,0.22,0.04,0.74
39,M,M-able,University,137900000,0.53,0.02,0.45
39,F,M-able,Under Middle,119700000,0.37,0.38,0.25
38,M,Toss,High School,262000000,0.03,0,0.97
31,F,Mpop,University,23800000,0.8,0.11,0.09
32,F,Toss,University,23500000,0.17,0.47,0.36
35,F,M-able,University,143000000,0.21,0.22,0.57
31,M,Toss,University,26900000,0.42,0.4,0.18
39,F,Mpop,University,184900000,0.29,0.12,0.59
31,F,namuh,University,31600000,0.86,0.05,0.09
38,M,Mpop,High School,290900000,0.49,0.22,0.29
35,F,M-able,High School,166400000,0.48,0.26,0.26
38,M,Mpop,University,189800000,0.86,0.06,0.08
38,F,namuh,University,94700000,0.65,0.19,0.16
31,M,Mpop,High School,28800000,0.24,0.47,0.29
37,M,Toss,High School,248800000,0.55,0.04,0.41
35,M,Toss,High School,249900000,0.13,0.13,0.74
36,M,M-able,High School,62900000,0.51,0.28,0.21
38,M,Toss,High School,112600000,0.45,0.2,0.35
38,M,M-able,University,121600000,0.02,0.01,0.97
37,F,Toss,High School,289800000,0.64,0.27,0.09
35,F,Mpop,High School,211900000,0.57,0.26,0.17
32,F,M-able,High School,20700000,0.31,0,0.69
34,M,namuh,University,33700000,0.71,0.14,0.15
38,F,Toss,High School,261400000,0.01,0.57,0.42
38,F,Mpop,High School,272400000,0.29,0.27,0.44
39,F,namuh,High School,28600000,0.51,0.06,0.43
32,F,Toss,University,10300000,0.45,0.08,0.47
38,M,Mpop,High School,119100000,0.88,0.03,0.09
35,M,Toss,High School,146800000,0.5,0.34,0.16
36,F,Toss,University,46300000,0.08,0.2,0.72
30,F,M-able,University,35700000,0.24,0.59,0.17
35,F,M-able,High School,139500000,0.08,0.13,0.79
36,M,Mpop,University,65800000,0.27,0.56,0.17
35,F,Toss,University,21400000,0.19,0.1,0.71
34,M,Mpop,High School,11100000,0.67,0.32,0.01
36,M,Mpop,University,201100000,0.16,0.05,0.79
31,M,Mpop,University,26100000,0.76,0.09,0.15
30,F,Toss,University,25400000,0.79,0.08,0.13
38,M,Mpop,High School,281200000,0.85,0.04,0.11
39,F,namuh,University,78700000,0.46,0.32,0.22
35,M,Toss,University,231200000,0.63,0.06,0.31
30,F,Toss,University,21500000,0.84,0.13,0.03
32,F,Toss,High School,31500000,0.21,0.31,0.48
39,F,Toss,University,71900000,0.01,0.41,0.58
39,F,Toss,High School,125600000,0.41,0.27,0.32
36,M,M-able,High School,212800000,0.03,0.68,0.29
33,M,Mpop,University,19900000,0.73,0.05,0.22
38,M,Toss,High School,29300000,0.9,0.01,0.09
38,M,Toss,University,37500000,0.12,0.3,0.58
35,F,Toss,University,66400000,0.85,0.11,0.04
34,F,Toss,High School,13900000,0.04,0.12,0.84
31,M,M-able,University,7700000,0.64,0.03,0.33
39,F,Toss,University,138600000,0.16,0.57,0.27
34,F,namuh,University,18300000,0.17,0.04,0.79
37,M,Toss,University,280300000,0.81,0.18,0.01
31,M,M-able,University,9900000,0.82,0.05,0.13
37,F,M-able,University,212700000,0.13,0.17,0.7
38,F,Mpop,High School,292200000,0.58,0.13,0.29
36,M,M-able,University,53500000,0.46,0.21,0.33
37,M,Toss,High School,218700000,0.87,0.04,0.09
35,F,Mpop,Under Middle,259500000,0.93,0.06,0.01
39,F,Mpop,University,75100000,0.7,0.13,0.17
39,M,Mpop,University,154300000,0.64,0.25,0.11
32,F,Mpop,High School,39500000,0.08,0.49,0.43
36,M,Toss,High School,234100000,0.58,0.41,0.01
37,M,Toss,University,79900000,0.13,0.44,0.43
31,M,Toss,University,15900000,0.07,0.22,0.71
38,M,Toss,Under Middle,91400000,0.23,0.53,0.24
34,M,Toss,High School,30900000,0.97,0.02,0.01
39,M,namuh,Under Middle,147000000,0.26,0.27,0.47
30,F,M-able,Under Middle,29600000,0.88,0.09,0.03
33,F,Mpop,University,16500000,0.63,0.27,0.1
38,M,namuh,University,175100000,0.96,0.02,0.02
35,F,M-able,High School,104400000,0.51,0.03,0.46
39,M,M-able,University,261900000,0.02,0.68,0.3
38,M,Mpop,University,146600000,0.99,0,0.01
39,M,M-able,High School,172800000,0.15,0.15,0.7
30,M,Toss,University,8900000,0.73,0.08,0.19
38,F,Mpop,High School,159500000,0.82,0.06,0.12
33,M,namuh,University,25600000,0.85,0.05,0.1
35,M,Mpop,University,151100000,0.99,0,0.01
37,F,namuh,University,136500000,0.98,0.01,0.01
32,F,M-able,University,37000000,0.24,0.13,0.63
36,F,namuh,University,285400000,0.07,0.16,0.77
32,M,namuh,University,16800000,0.36,0.4,0.24
39,M,M-able,University,290500000,0.75,0.22,0.03
38,F,Toss,University,274200000,0.08,0.68,0.24
33,F,M-able,University,23100000,0.95,0,0.05
30,M,namuh,Under Middle,25700000,0.97,0.03,0
36,M,M-able,High School,296100000,0.92,0.06,0.02
34,M,Toss,University,17100000,0.89,0.03,0.08
35,F,M-able,University,156600000,0.67,0.2,0.13
37,M,Toss,University,290500000,0.76,0.12,0.12
38,F,M-able,University,29900000,0.9,0.02,0.08
39,M,Toss,University,81200000,0.26,0.06,0.68
33,F,namuh,University,9100000,0.97,0,0.03
36,M,Mpop,Under Middle,36000000,0.56,0.29,0.15
38,F,M-able,University,202100000,0.34,0.34,0.32
36,F,Mpop,University,136400000,0.87,0.11,0.02
34,F,Toss,University,23400000,0.98,0,0.02
34,M,M-able,University,25300000,0.29,0.24,0.47
34,M,Toss,University,13400000,0.54,0.1,0.36
33,F,Mpop,University,30900000,0.54,0.03,0.43
34,F,Mpop,Under Middle,32700000,0.49,0.26,0.25
34,M,M-able,High School,17800000,0.6,0.19,0.21
37,F,Mpop,University,101600000,0.75,0.22,0.03
33,F,Toss,High School,27100000,0.89,0.05,0.06
39,F,Toss,University,88300000,0.12,0.04,0.84
32,F,Toss,University,15000000,0.77,0.1,0.13
37,F,Toss,University,243600000,0.79,0.04,0.17
36,F,Toss,University,55800000,0.39,0.4,0.21
34,F,M-able,University,33500000,0.41,0.05,0.54
32,M,M-able,University,12400000,0.22,0.5,0.28
38,M,Toss,University,274200000,0.98,0.01,0.01
38,M,M-able,University,130800000,0.49,0.06,0.45
36,F,namuh,University,120200000,0.97,0.02,0.01
38,M,M-able,University,216200000,0.01,0.33,0.66
38,M,Mpop,University,21400000,0.82,0.03,0.15
32,M,M-able,University,35100000,0.74,0.03,0.23
38,F,namuh,University,46500000,0.72,0.24,0.04
32,M,M-able,University,39600000,0.09,0.45,0.46
34,F,Toss,University,10100000,0.58,0.33,0.09
32,F,M-able,University,25100000,0.44,0.01,0.55
39,M,Mpop,University,25700000,0.89,0,0.11
32,M,Toss,University,22700000,0.44,0.42,0.14
39,F,namuh,University,165800000,0.25,0.02,0.73
38,F,Mpop,University,53600000,0.67,0.1,0.23
31,F,namuh,University,8000000,0.94,0.03,0.03
39,M,Toss,University,270200000,0.91,0.08,0.01
36,M,Mpop,High School,103700000,0.4,0.03,0.57
30,M,Mpop,University,8000000,0.55,0.17,0.28
39,M,namuh,Under Middle,161200000,0.97,0.02,0.01
30,M,M-able,University,25100000,0.46,0.15,0.39
39,F,namuh,University,107500000,0.37,0.1,0.53
30,M,Toss,Under Middle,27900000,0.65,0.23,0.12
32,M,Mpop,Under Middle,39700000,0.23,0.33,0.44
33,M,Toss,University,32700000,0.54,0.09,0.37
39,M,Toss,University,81300000,0.51,0.26,0.23
33,M,Toss,University,30700000,0.76,0.1,0.14
33,M,Toss,University,9900000,0.28,0.46,0.26
39,F,Mpop,University,227300000,0.65,0.15,0.2
30,M,Toss,University,23700000,0.67,0.26,0.07
34,F,Toss,University,23800000,0.04,0.65,0.31
32,F,Toss,High School,12300000,0.1,0.51,0.39
33,F,M-able,University,14000000,0.62,0.33,0.05
39,M,M-able,University,176900000,0.44,0.42,0.14
38,M,Toss,High School,124700000,0.79,0.02,0.19
39,M,Mpop,High School,202800000,0.04,0.39,0.57
36,M,Mpop,University,285000000,0.31,0.19,0.5
34,F,M-able,University,7700000,0.06,0.13,0.81
37,M,Mpop,University,86700000,0.26,0.69,0.05
33,F,M-able,High School,23000000,0.38,0.6,0.02
34,M,M-able,University,24900000,0.21,0.62,0.17
36,M,Mpop,High School,22100000,0.35,0.31,0.34
38,M,Mpop,High School,292500000,0.45,0.32,0.23
32,F,M-able,University,36300000,0.9,0.09,0.01
30,M,Toss,University,26000000,0.55,0.23,0.22
31,F,Mpop,University,30300000,0.73,0.17,0.1
36,M,M-able,High School,152100000,0.35,0.23,0.42
39,F,Mpop,University,25500000,0.19,0.21,0.6
32,F,M-able,High School,15400000,0.77,0.06,0.17
32,F,Mpop,High School,24100000,0.24,0.6,0.16
38,M,Toss,University,120000000,0.69,0.3,0.01
30,F,namuh,University,25800000,0.55,0.08,0.37
35,M,namuh,University,226400000,0.15,0.66,0.19
32,M,M-able,Under Middle,27800000,0.66,0.13,0.21
32,M,namuh,University,39800000,0.78,0.14,0.08
37,M,Mpop,University,210900000,0.36,0.1,0.54
37,F,Mpop,Under Middle,150000000,0.84,0.02,0.14
35,M,Toss,High School,45500000,0.26,0.49,0.25
37,F,Toss,University,171300000,0.66,0.16,0.18
39,M,namuh,University,231100000,0.64,0.3,0.06
32,F,Toss,High School,27600000,0.56,0.03,0.41
34,F,Mpop,University,26400000,0.15,0.14,0.71
31,M,Toss,University,26800000,0.74,0,0.26
36,M,Mpop,High School,135300000,0.93,0.04,0.03
31,M,M-able,High School,24000000,0.92,0.07,0.01
36,M,Toss,University,164900000,0.09,0.41,0.5
39,F,M-able,University,145100000,0.47,0.5,0.03
37,M,M-able,University,111600000,0.39,0.61,0
37,M,Toss,University,250000000,0.41,0.31,0.28
37,F,M-able,High School,24900000,0.67,0.02,0.31
39,F,Mpop,University,160000000,0.67,0.03,0.3
39,F,Mpop,Under Middle,163700000,0.9,0.05,0.05
34,M,Toss,University,29500000,0.06,0.25,0.69
38,M,Mpop,High School,267000000,0.56,0.17,0.27
33,M,Mpop,University,17400000,0.03,0.59,0.38
33,F,Mpop,University,30500000,0.33,0.55,0.12
35,F,Toss,University,100200000,0.33,0.05,0.62
35,M,Mpop,Under Middle,185100000,0.9,0.08,0.02
36,F,namuh,University,163400000,0.42,0.5,0.08
36,F,Toss,High School,93200000,0.46,0.48,0.06
